	QMCDP007A3_pWPIonly_S1	QMCDP008AB_pWPIonly_S2	QMCDP009AJ_pWPIonly_S3	QMCDP010AM_pWPIHXB_S1	QMCDP011AU_pWPIHXB_S2	QMCDP012A4_pWPIHXB_S3
ENSG00000202077	1	1	0	1	0	0
ENSG00000108384	1222	1157	938	1101	952	884
ENSG00000175175	155	294	137	105	261	211
ENSG00000241462	0	0	1	0	0	1
ENSG00000263938	0	0	1	0	0	0
ENSG00000108395	2025	2251	1716	1492	1663	1576
ENSG00000263558	0	0	0	1	0	0
ENSG00000224738	19	10	18	5	9	9
ENSG00000182628	3066	2837	3117	2164	2812	3500
ENSG00000252212	1	1	0	2	0	5
ENSG00000211514	1	1	0	1	0	1
ENSG00000068489	2487	2783	1928	2211	2976	3144
ENSG00000266537	0	0	3	0	1	2
ENSG00000265303	0	0	0	0	0	1
ENSG00000265415	293	332	197	257	307	323
ENSG00000167447	956	951	713	876	794	788
ENSG00000153982	216	236	259	212	285	313
ENSG00000207235	0	1	0	0	0	1
ENSG00000175155	173	214	223	168	288	305
ENSG00000265313	1	0	0	1	2	1
ENSG00000108406	2534	2464	1870	1837	2099	1935
ENSG00000141367	13425	13424	7984	9582	10471	10605
ENSG00000141378	741	636	557	574	408	344
ENSG00000062716	1838	1989	1945	1599	1813	1783
ENSG00000267637	0	1	0	0	2	0
ENSG00000201524	0	0	0	0	1	1
ENSG00000108423	551	573	459	542	536	541
ENSG00000270264	2	3	2	3	8	6
ENSG00000108443	2530	2450	2047	1636	1973	1987
ENSG00000241913	1	1	0	0	0	0
ENSG00000267318	0	0	0	0	1	0
ENSG00000189050	266	297	235	270	397	399
ENSG00000267302	1	2	3	3	2	8
ENSG00000266992	1	2	1	4	3	5
ENSG00000263422	4	1	4	0	4	0
ENSG00000266701	0	0	1	1	1	1
ENSG00000265638	1	1	1	0	0	0
ENSG00000263820	0	2	0	0	0	0
ENSG00000264049	0	0	1	0	0	1
ENSG00000068097	681	802	567	564	706	641
ENSG00000267526	1	1	0	0	0	3
ENSG00000267416	9	1	6	3	6	3
ENSG00000261040	1	1	2	0	0	3
ENSG00000267248	69	73	68	73	68	92
ENSG00000267095	0	0	0	1	0	0
ENSG00000167434	0	0	0	0	1	0
ENSG00000170832	1801	2160	1131	1555	2044	2051
ENSG00000252577	1	0	0	1	0	3
ENSG00000241157	2	0	1	5	1	0
ENSG00000271626	0	0	0	0	1	0
ENSG00000141371	0	0	0	0	1	0
ENSG00000213228	1	1	2	0	0	2
ENSG00000062725	1960	1768	1257	1530	1647	1740
ENSG00000270553	0	1	0	0	0	0
ENSG00000259349	21	13	12	17	16	15
ENSG00000267772	0	0	0	1	0	0
ENSG00000170836	836	878	651	861	1074	1185
ENSG00000200013	1	2	0	0	0	0
ENSG00000141376	295	492	369	309	583	632
ENSG00000239932	0	0	0	0	1	1
ENSG00000224011	0	1	0	0	0	0
ENSG00000252534	0	0	0	0	1	0
ENSG00000267083	0	0	0	0	0	1
ENSG00000254114	0	0	1	0	0	0
ENSG00000238799	0	0	0	0	0	2
ENSG00000227694	0	2	2	1	1	0
ENSG00000267667	1	1	0	0	0	1
ENSG00000267131	0	0	0	0	1	0
ENSG00000266934	0	4	0	1	6	2
ENSG00000267280	1	0	0	0	0	0
ENSG00000121068	7	0	0	0	4	0
ENSG00000187013	0	0	2	3	5	3
ENSG00000121075	0	0	0	4	3	3
ENSG00000253506	0	0	0	1	0	0
ENSG00000136492	2115	2044	1426	1659	2432	2652
ENSG00000108506	2065	1863	1344	1553	1716	2071
ENSG00000108510	3787	4424	2200	3167	4442	5101
ENSG00000242398	4	4	8	1	4	7
ENSG00000200842	0	1	0	0	1	1
ENSG00000266066	3	2	2	3	5	1
ENSG00000266365	0	1	0	0	0	0
ENSG00000188755	0	1	0	0	0	0
ENSG00000172421	1	0	2	1	1	0
ENSG00000087995	779	697	732	514	522	557
ENSG00000146872	1651	1775	1672	1150	1614	1638
ENSG00000239246	4	6	12	8	5	6
ENSG00000264546	1	0	0	0	0	1
ENSG00000011028	415	834	786	484	1350	1588
ENSG00000265702	0	0	0	0	2	0
ENSG00000173838	1	0	2	0	1	1
ENSG00000263931	4	2	1	1	7	9
ENSG00000266411	0	0	0	1	0	0
ENSG00000170921	472	836	309	469	842	909
ENSG00000272383	0	0	0	0	0	1
ENSG00000271919	0	0	0	0	1	0
ENSG00000226797	0	1	0	0	1	0
ENSG00000265282	0	0	1	0	0	0
ENSG00000008283	11	16	14	10	24	15
ENSG00000159640	9	11	6	7	19	18
ENSG00000173826	3	5	6	4	3	7
ENSG00000136485	8866	10152	7528	6852	9622	11401
ENSG00000200560	0	0	0	0	0	1
ENSG00000136463	820	738	776	588	635	557
ENSG00000270587	17	14	13	16	23	34
ENSG00000198909	1243	1133	851	1090	1250	1329
ENSG00000263883	0	0	0	1	1	0
ENSG00000136490	999	1469	1953	1703	2812	3856
ENSG00000266173	227	200	184	210	239	290
ENSG00000108588	3165	3106	2290	2643	2708	2497
ENSG00000198231	4684	5224	3529	4116	4957	4986
ENSG00000108592	5124	4596	4006	4372	4727	4290
ENSG00000087191	4200	3857	3966	3590	3698	3517
ENSG00000108604	4072	3760	3785	3049	3699	3689
ENSG00000264756	10	4	6	2	3	5
ENSG00000240280	3	0	0	0	0	1
ENSG00000136487	0	0	0	1	0	0
ENSG00000007312	121	14	37	155	29	22
ENSG00000007314	21	3	4	8	1	1
ENSG00000264954	4	9	6	3	8	3
ENSG00000224383	123	250	191	134	475	451
ENSG00000108622	841	1502	1510	783	1973	1833
ENSG00000178607	904	1214	770	701	1000	1035
ENSG00000266402	80	52	45	26	16	12
ENSG00000199753	34	42	30	19	12	7
ENSG00000136478	1489	1885	1298	1193	1448	1327
ENSG00000256358	0	1	0	0	0	0
ENSG00000271605	7	6	5	11	5	10
ENSG00000256525	706	946	883	546	672	648
ENSG00000256826	1	2	0	1	0	0
ENSG00000108654	24577	26188	24666	24381	25989	28175
ENSG00000258890	1382	1359	1033	1205	1365	1574
ENSG00000266566	1	0	1	0	0	1
ENSG00000108854	1256	972	754	1756	2173	3179
ENSG00000271779	0	0	0	0	1	1
ENSG00000270714	1	1	0	0	0	0
ENSG00000215769	78	65	70	67	62	100
ENSG00000265298	52	42	54	55	68	91
ENSG00000265982	16	9	18	15	21	22
ENSG00000214176	408	333	211	388	515	626
ENSG00000263804	0	0	1	0	1	2
ENSG00000176809	54	86	74	53	85	107
ENSG00000265218	3	1	2	3	3	5
ENSG00000266644	0	0	0	0	0	1
ENSG00000264057	4	2	1	0	3	3
ENSG00000272346	0	0	0	1	0	0
ENSG00000232457	7	6	2	4	4	8
ENSG00000265912	0	3	0	0	1	1
ENSG00000272006	1	2	2	1	0	5
ENSG00000214174	401	373	474	328	293	308
ENSG00000120063	4503	4128	3719	2805	3554	3950
ENSG00000266598	0	0	0	0	0	1
ENSG00000263470	88	60	77	68	108	62
ENSG00000108370	102	130	96	121	185	245
ENSG00000168646	168	224	156	211	320	347
ENSG00000154240	208	258	232	272	472	496
ENSG00000271587	0	0	0	0	0	1
ENSG00000091583	0	2	0	1	0	1
ENSG00000154229	9702	18719	12139	8595	19471	22875
ENSG00000244044	0	0	0	0	1	1
ENSG00000264630	0	1	0	1	0	3
ENSG00000229330	0	0	0	0	0	1
ENSG00000207943	1	0	0	0	0	0
ENSG00000075461	0	2	2	1	10	6
ENSG00000108878	0	0	0	0	1	1
ENSG00000198265	3753	3724	1585	2680	3166	4211
ENSG00000264421	1	0	0	0	0	0
ENSG00000213180	0	0	1	0	0	0
ENSG00000266473	12	5	7	5	3	4
ENSG00000197170	3234	2775	2506	2117	2328	2241
ENSG00000154217	879	1211	1206	1186	1703	1914
ENSG00000130935	4718	4305	4112	3062	3005	2722
ENSG00000200394	3	1	0	0	1	0
ENSG00000171634	5906	6905	3312	4077	5810	7130
ENSG00000266717	4	1	1	0	1	4
ENSG00000186665	426	399	413	424	468	446
ENSG00000266176	1	1	0	0	0	0
ENSG00000182481	13345	12030	11793	13491	11346	12371
ENSG00000266117	0	0	0	1	1	2
ENSG00000265055	0	0	0	1	1	0
ENSG00000237854	1	2	0	0	0	0
ENSG00000267023	4	7	7	4	5	8
ENSG00000267352	0	0	0	1	1	2
ENSG00000267731	103	113	82	105	188	312
ENSG00000267472	34	22	40	19	36	48
ENSG00000265100	9	2	4	1	2	4
ENSG00000196704	2978	2573	2592	2721	2493	2231
ENSG00000141337	123	234	180	147	291	319
ENSG00000108932	14	23	13	52	104	63
ENSG00000267009	18	18	17	15	53	52
ENSG00000070540	139	194	167	240	425	394
ENSG00000207561	6	1	3	17	12	21
ENSG00000108946	4733	4044	3835	3374	3750	4439
ENSG00000108950	0	3	1	0	6	4
ENSG00000269657	0	2	0	3	2	7
ENSG00000141338	4	1	0	0	0	0
ENSG00000154258	0	0	0	0	0	1
ENSG00000154262	0	0	0	0	1	3
ENSG00000154263	0	0	0	0	3	3
ENSG00000154265	198	172	140	301	338	384
ENSG00000267203	2	1	0	5	6	6
ENSG00000108984	277	227	161	199	241	223
ENSG00000267653	0	0	0	1	0	0
ENSG00000267194	41	53	40	28	40	34
ENSG00000227517	0	0	0	0	1	0
ENSG00000267184	0	0	2	0	0	0
ENSG00000123700	3	0	0	1	0	0
ENSG00000228118	0	0	0	1	0	0
ENSG00000256124	2	2	4	5	6	7
ENSG00000234899	1	0	0	0	0	0
ENSG00000267893	1	3	0	2	8	2
ENSG00000125398	1	0	0	0	0	0
ENSG00000227036	14	33	18	23	53	44
ENSG00000263680	0	0	0	0	0	1
ENSG00000133195	548	752	679	458	783	793
ENSG00000222545	1	0	0	0	0	0
ENSG00000252274	2	1	1	3	1	4
ENSG00000264196	3	0	0	0	0	0
ENSG00000266501	1	0	0	2	1	0
ENSG00000264860	0	1	0	0	1	0
ENSG00000180616	1	5	2	3	25	15
ENSG00000260248	1	4	2	0	7	1
ENSG00000166685	888	851	686	864	1135	1176
ENSG00000133193	877	987	929	829	1260	1297
ENSG00000141219	1438	1533	1307	1482	1754	1736
ENSG00000265010	4	2	0	4	5	3
ENSG00000179604	70	23	26	59	46	50
ENSG00000069188	100	17	14	62	38	25
ENSG00000264985	1	0	0	0	0	0
ENSG00000172809	5391	6626	8949	4236	4876	4324
ENSG00000246731	7	2	3	2	2	2
ENSG00000141540	148	246	150	142	259	128
ENSG00000171595	0	0	0	0	0	1
ENSG00000196169	2	4	9	1	23	39
ENSG00000257008	0	2	2	1	3	2
ENSG00000170412	0	0	1	0	6	1
ENSG00000167851	8	72	73	9	123	249
ENSG00000178789	0	0	1	0	1	4
ENSG00000167850	0	0	0	0	1	1
ENSG00000172794	589	1634	2073	584	1940	2859
ENSG00000186074	0	0	0	0	0	1
ENSG00000266036	0	0	0	2	0	2
ENSG00000109062	3669	4032	4040	3193	4540	5101
ENSG00000109065	876	990	1209	740	900	771
ENSG00000109066	542	584	503	523	803	866
ENSG00000161509	21	17	28	16	31	33
ENSG00000161513	808	986	1042	841	1310	1061
ENSG00000182040	9	23	29	1	63	41
ENSG00000167861	104	293	212	107	294	295
ENSG00000109089	517	662	580	585	921	904
ENSG00000167862	668	771	839	471	519	377
ENSG00000180901	987	990	992	860	1053	985
ENSG00000167863	1616	1802	2461	1436	1562	1470
ENSG00000270993	1	2	2	0	0	6
ENSG00000232724	0	1	0	1	1	1
ENSG00000170190	14	6	0	16	14	15
ENSG00000125449	396	487	518	481	670	692
ENSG00000125458	694	688	1002	373	530	554
ENSG00000189159	4850	4952	6232	5040	5629	5912
ENSG00000265800	15	14	13	7	17	23
ENSG00000263786	21	28	14	23	45	51
ENSG00000265242	26	28	23	14	20	30
ENSG00000188612	5020	5275	6344	3686	4968	5208
ENSG00000125450	1912	1739	1739	1399	1599	1463
ENSG00000125447	1490	1682	1293	1047	1486	1586
ENSG00000125445	2205	2169	2141	1751	1555	1217
ENSG00000125457	960	929	1199	580	671	691
ENSG00000263843	79	105	113	55	73	84
ENSG00000125454	596	568	548	420	444	351
ENSG00000177885	4263	4219	3120	3619	4323	4309
ENSG00000228007	1	2	0	1	0	2
ENSG00000264853	1	0	3	0	1	4
ENSG00000265342	5	2	0	1	2	4
ENSG00000177728	1303	1822	1722	1111	2174	2531
ENSG00000265636	0	1	0	1	0	0
ENSG00000177303	1173	1405	1141	1145	1764	1965
ENSG00000182173	1049	930	1088	915	1151	982
ENSG00000073350	140	465	433	175	806	868
ENSG00000266714	401	593	519	448	775	991
ENSG00000108469	908	944	952	730	1012	984
ENSG00000204323	6	6	3	1	8	17
ENSG00000259120	1	1	1	2	4	2
ENSG00000161526	1126	1552	1750	897	1390	1436
ENSG00000264829	0	0	0	0	2	1
ENSG00000264270	0	1	0	0	1	4
ENSG00000132470	41	82	56	28	109	84
ENSG00000108479	821	956	1048	540	770	611
ENSG00000132475	8618	8553	9403	6987	8453	8549
ENSG00000132478	1221	1371	1208	923	1309	1553
ENSG00000266980	2	4	1	2	4	6
ENSG00000092929	3876	4177	4263	3062	4411	4460
ENSG00000132471	2472	2481	2464	1981	2523	2752
ENSG00000132481	261	208	209	180	155	138
ENSG00000267801	7	7	5	4	2	7
ENSG00000141569	1788	1534	1651	887	980	1001
ENSG00000267342	25	18	21	12	9	9
ENSG00000204316	394	276	359	251	240	230
ENSG00000267426	2	1	2	5	2	1
ENSG00000188878	621	522	460	459	531	506
ENSG00000161533	2023	2092	1738	1746	2031	2438
ENSG00000257949	6	0	0	1	6	6
ENSG00000261408	11	25	23	20	29	29
ENSG00000250506	18	13	12	7	16	15
ENSG00000167880	566	685	572	319	488	381
ENSG00000167881	4273	4421	4109	3271	3567	3217
ENSG00000186919	18	9	8	11	15	18
ENSG00000182687	5	25	40	3	3	8
ENSG00000182473	1960	2256	1741	1875	2794	2969
ENSG00000129654	1	1	0	0	0	1
ENSG00000267128	4	7	4	0	8	7
ENSG00000141576	149	284	197	90	155	162
ENSG00000267376	1	0	0	2	0	0
ENSG00000228218	6	6	10	2	5	2
ENSG00000185262	1442	2261	2846	1494	2721	2966
ENSG00000129646	91	171	93	139	266	280
ENSG00000161542	1642	1645	1957	1596	1661	1689
ENSG00000251779	2	0	1	0	0	0
ENSG00000207169	0	2	0	0	0	0
ENSG00000176170	274	395	514	266	573	501
ENSG00000175931	2581	2520	1969	1801	2196	2341
ENSG00000129673	2	4	6	0	0	1
ENSG00000129667	163	226	144	90	119	97
ENSG00000161544	2	1	0	2	2	0
ENSG00000214140	14	22	11	7	10	15
ENSG00000267546	25	18	20	15	13	24
ENSG00000267543	11	5	1	4	5	3
ENSG00000272386	2	3	9	6	7	7
ENSG00000163597	882	817	599	502	486	454
ENSG00000199961	0	1	0	0	0	1
ENSG00000070731	7	7	7	5	6	3
ENSG00000070526	42	22	51	101	149	258
ENSG00000261335	13	4	10	14	14	12
ENSG00000182534	358	465	410	341	566	604
ENSG00000212418	1	0	0	0	0	0
ENSG00000070495	1160	1016	906	899	1013	1005
ENSG00000181038	610	663	723	433	597	553
ENSG00000161547	8354	7794	9877	5833	6007	6086
ENSG00000092931	620	705	614	630	815	938
ENSG00000200257	0	0	0	1	2	1
ENSG00000267065	1	3	0	0	5	3
ENSG00000167889	29	155	128	94	365	549
ENSG00000267568	0	2	3	0	4	7
ENSG00000267521	0	0	0	0	2	1
ENSG00000129657	1934	2236	1448	1872	2707	3160
ENSG00000234912	204	211	245	163	148	157
ENSG00000203316	0	0	0	0	1	0
ENSG00000213135	2	3	4	3	2	0
ENSG00000203315	2	1	1	2	3	1
ENSG00000222808	5	0	0	1	1	0
ENSG00000263718	2	1	0	0	1	1
ENSG00000184640	14557	21061	20317	12258	25785	28203
ENSG00000266998	1	2	2	0	1	5
ENSG00000200651	1	0	6	1	0	6
ENSG00000267263	0	0	1	0	0	0
ENSG00000267016	4	5	0	3	3	7
ENSG00000267665	37	72	30	9	28	27
ENSG00000267506	0	2	0	1	0	0
ENSG00000267466	1	0	2	0	1	1
ENSG00000204283	1	1	0	1	6	10
ENSG00000078687	1578	2384	1045	1443	2780	3379
ENSG00000267463	1	0	0	1	0	0
ENSG00000238658	0	1	0	0	0	0
ENSG00000204282	56	45	69	60	69	191
ENSG00000141524	1356	1362	1686	1180	2050	2707
ENSG00000167895	1774	1500	1584	1617	2456	3335
ENSG00000187997	0	1	0	0	0	0
ENSG00000267679	0	1	0	0	1	0
ENSG00000108639	1195	1358	1378	917	1171	997
ENSG00000167900	1317	946	1144	985	1084	955
ENSG00000183077	356	333	349	221	255	193
ENSG00000089685	2745	3083	3893	2593	3437	3463
ENSG00000268310	0	0	0	0	0	1
ENSG00000267676	3	2	2	0	1	2
ENSG00000204277	0	0	0	1	1	0
ENSG00000267737	0	8	3	2	12	19
ENSG00000184557	46	96	100	115	299	372
ENSG00000266970	0	2	2	1	6	8
ENSG00000087157	954	966	1004	759	915	1074
ENSG00000187775	108	148	118	82	153	182
ENSG00000268965	0	0	0	0	0	3
ENSG00000267432	40	66	36	30	22	21
ENSG00000268470	1	3	4	5	11	4
ENSG00000267770	0	0	0	0	1	0
ENSG00000243426	0	0	0	0	0	1
ENSG00000267123	121	217	224	99	225	199
ENSG00000108669	4990	6986	6208	7277	12046	13236
ENSG00000252391	7	1	5	0	8	8
ENSG00000055483	2033	1910	1337	1534	1691	1722
ENSG00000267355	21	15	14	13	12	22
ENSG00000035862	911	2898	2380	1005	3039	3504
ENSG00000178404	0	3	3	0	3	12
ENSG00000267491	0	0	3	0	0	0
ENSG00000108679	2517	3406	2956	2217	3928	3977
ENSG00000171302	1540	2088	2080	1312	1785	1906
ENSG00000173918	3	22	8	2	12	23
ENSG00000167280	963	975	935	803	1035	1028
ENSG00000167281	4	9	7	1	4	5
ENSG00000266711	2	0	0	0	0	0
ENSG00000182156	0	0	0	0	2	0
ENSG00000173894	2011	1929	1795	1943	2627	2927
ENSG00000141570	730	706	715	639	845	990
ENSG00000262768	21	32	19	9	17	18
ENSG00000262772	19	36	31	19	33	49
ENSG00000141582	2002	2296	2006	1837	2791	2946
ENSG00000262343	0	0	1	0	0	0
ENSG00000262585	2	1	2	1	3	5
ENSG00000262188	0	0	1	0	3	0
ENSG00000167291	1046	1964	1259	779	2041	1840
ENSG00000262172	14	12	16	3	11	9
ENSG00000141519	85	164	101	92	213	206
ENSG00000171298	1372	1833	1648	1186	2076	1903
ENSG00000141543	4209	3780	4036	2947	2843	2504
ENSG00000141527	3	4	6	3	5	2
ENSG00000262580	21	18	18	23	51	64
ENSG00000181523	248	241	178	260	354	364
ENSG00000181045	63	88	40	151	193	215
ENSG00000173821	7160	7888	3051	5393	8335	10299
ENSG00000262979	0	0	3	0	1	1
ENSG00000263069	18	24	3	9	14	15
ENSG00000173818	347	419	529	264	335	347
ENSG00000264961	1	2	1	0	0	0
ENSG00000260369	6	4	1	2	6	5
ENSG00000171246	2	1	0	0	20	51
ENSG00000141564	2360	3019	1965	1842	3122	3950
ENSG00000262833	2	7	5	0	2	7
ENSG00000262313	0	1	0	1	0	3
ENSG00000262662	1	1	0	3	3	3
ENSG00000261924	3	12	5	7	18	35
ENSG00000240270	1	3	0	0	1	4
ENSG00000176108	470	518	643	441	630	728
ENSG00000175911	47	51	48	40	86	98
ENSG00000262873	1	0	1	0	0	0
ENSG00000262098	0	0	2	0	0	0
ENSG00000226137	441	656	441	400	757	816
ENSG00000175866	113	210	256	100	383	483
ENSG00000181409	3	3	5	4	1	14
ENSG00000207736	0	0	0	0	1	0
ENSG00000221025	0	1	0	0	0	0
ENSG00000225180	0	0	0	0	1	0
ENSG00000141577	801	1064	1095	803	1249	1388
ENSG00000262115	3	8	3	2	6	4
ENSG00000167302	287	359	325	302	480	463
ENSG00000260005	49	49	50	40	54	79
ENSG00000224877	871	721	1002	492	428	345
ENSG00000157637	1540	2214	1881	1488	2434	2500
ENSG00000185168	1	0	0	1	0	1
ENSG00000185332	0	2	0	0	0	1
ENSG00000262223	0	0	0	0	1	1
ENSG00000262877	90	182	199	113	239	339
ENSG00000263053	143	170	162	219	353	481
ENSG00000171282	5722	8711	5556	7739	15816	18224
ENSG00000266392	16	15	33	20	34	53
ENSG00000266189	18	28	9	21	48	66
ENSG00000184009	65090	59368	56233	69226	90293	101170
ENSG00000229947	2	1	1	1	1	0
ENSG00000229848	3	4	0	1	2	1
ENSG00000186765	6	10	3	5	5	6
ENSG00000185504	1383	1490	1603	1146	1584	1685
ENSG00000182446	5057	5397	4583	4029	5068	5248
ENSG00000207021	0	0	0	0	0	1
ENSG00000182612	38	60	58	46	95	102
ENSG00000185527	56	17	33	74	42	45
ENSG00000204237	884	926	1372	513	589	508
ENSG00000185298	1229	1177	1129	933	1049	894
ENSG00000263853	1	0	4	1	0	4
ENSG00000214087	588	583	685	515	586	650
ENSG00000185359	2257	2332	1905	1536	2059	1957
ENSG00000262049	78	71	95	75	69	76
ENSG00000262814	932	761	1143	543	535	472
ENSG00000183048	628	607	703	416	523	399
ENSG00000225663	233	185	316	226	236	288
ENSG00000182676	2	17	16	2	2	5
ENSG00000185624	6608	8017	7492	5529	7360	6782
ENSG00000141522	6615	4860	4920	4313	4087	4369
ENSG00000263731	104	87	117	64	59	86
ENSG00000183684	4389	3566	5198	2956	3247	2839
ENSG00000141552	953	943	1312	687	825	787
ENSG00000183979	0	0	3	1	4	3
ENSG00000185813	1907	1192	1304	1512	1396	1332
ENSG00000187531	765	704	760	730	859	832
ENSG00000197063	1586	1901	1824	1114	1933	2050
ENSG00000264769	7	6	6	9	12	12
ENSG00000265688	329	362	305	173	236	199
ENSG00000183010	1775	2019	2070	901	1201	844
ENSG00000185105	7	18	11	6	10	14
ENSG00000235296	1	3	1	0	0	1
ENSG00000185269	1	17	18	1	32	19
ENSG00000264735	0	2	0	0	0	4
ENSG00000169696	409	526	777	322	442	532
ENSG00000169689	872	802	1022	573	613	594
ENSG00000169683	940	820	1067	797	873	961
ENSG00000169750	438	836	1168	419	845	866
ENSG00000169738	1197	1086	1633	1119	1110	1103
ENSG00000264569	14	14	13	16	18	20
ENSG00000169733	626	737	865	552	765	830
ENSG00000169727	2818	2894	2785	2053	2309	2283
ENSG00000169718	3675	3454	3820	2587	3079	2778
ENSG00000169710	12461	9979	7118	6497	6971	7432
ENSG00000176155	591	639	466	575	792	1019
ENSG00000238947	1	0	0	0	0	0
ENSG00000265678	16	22	5	7	25	24
ENSG00000264548	0	2	0	2	4	4
ENSG00000141526	291	270	292	341	595	842
ENSG00000141551	3291	4053	4020	3114	4905	5496
ENSG00000184551	8	7	3	9	5	13
ENSG00000268852	12	6	3	5	6	13
ENSG00000265692	14	20	18	7	1	12
ENSG00000260563	101	122	167	59	107	116
ENSG00000173762	2496	4080	5538	3282	8395	10046
ENSG00000141574	5	12	8	6	18	29
ENSG00000182459	285	683	858	161	285	287
ENSG00000181408	13	15	10	5	3	11
ENSG00000260011	3	4	3	4	0	8
ENSG00000181396	771	875	929	603	735	764
ENSG00000264812	3	3	6	1	1	4
ENSG00000201239	1	0	2	1	1	1
ENSG00000169660	768	989	1261	588	1054	1145
ENSG00000178927	2262	2677	3161	2090	3259	3686
ENSG00000265458	18	6	7	24	8	14
ENSG00000141562	2412	2719	3626	2315	3364	3818
ENSG00000266445	2	3	3	2	1	6
ENSG00000266236	14	6	3	10	14	18
ENSG00000141568	3603	3618	3025	2558	3630	3897
ENSG00000265136	11	19	5	5	19	17
ENSG00000262652	4	14	17	0	20	27
ENSG00000238403	0	5	5	0	9	4
ENSG00000262147	8	26	22	10	19	22
ENSG00000141580	1789	1768	1678	1575	1785	1880
ENSG00000141542	186	160	184	162	180	156
ENSG00000263063	4	2	6	1	1	6
ENSG00000141560	972	933	965	902	900	833
ENSG00000263321	4	5	4	7	8	4
ENSG00000167363	51	73	53	18	57	76
ENSG00000262410	8	9	6	3	7	8
ENSG00000141556	6119	6571	5924	4210	5694	6061
ENSG00000263098	3	2	0	0	0	1
ENSG00000141579	0	7	6	1	4	3
ENSG00000262663	6	2	3	1	1	11
ENSG00000175711	481	650	637	352	541	524
ENSG00000262339	0	3	2	1	0	0
ENSG00000176845	17	17	9	9	58	58
ENSG00000262952	0	0	1	0	0	0
ENSG00000262094	2	1	4	1	2	0
ENSG00000232938	6	1	4	7	4	0
ENSG00000263305	0	0	0	1	0	0
ENSG00000173213	1	0	0	1	0	0
ENSG00000262081	0	0	0	0	1	0
ENSG00000263006	39	65	30	19	24	36
ENSG00000101557	9529	8995	6952	6067	6501	6394
ENSG00000079134	3284	2907	2760	2253	2352	2095
ENSG00000263884	30	21	18	15	20	17
ENSG00000158270	7	4	4	1	1	1
ENSG00000079101	6	5	4	0	4	2
ENSG00000176912	138	128	193	69	74	90
ENSG00000266456	19	24	46	18	26	33
ENSG00000263727	6	8	6	4	7	10
ENSG00000176890	12099	12611	14371	9332	12481	11143
ENSG00000132199	2220	2470	2039	1561	1936	2028
ENSG00000265490	0	3	1	0	5	0
ENSG00000176105	1069	1134	859	855	1182	1263
ENSG00000266171	5	5	4	5	6	6
ENSG00000264635	0	3	0	0	8	5
ENSG00000273355	16	45	69	12	19	30
ENSG00000266575	1	0	0	0	0	0
ENSG00000265179	10	12	20	7	11	22
ENSG00000141433	1538	1307	1789	2059	2100	2826
ENSG00000259837	0	1	0	0	0	0
ENSG00000272461	1	1	0	3	2	1
ENSG00000263551	47	46	34	38	49	76
ENSG00000263505	7	3	0	2	2	5
ENSG00000266251	0	0	0	1	0	2
ENSG00000132204	6	2	3	7	9	15
ENSG00000199197	0	0	0	0	0	1
ENSG00000263396	0	0	0	2	1	0
ENSG00000265417	0	0	0	1	0	4
ENSG00000263745	0	2	0	0	3	2
ENSG00000101574	613	720	651	709	1159	1167
ENSG00000238575	1	0	0	0	2	1
ENSG00000266783	16	12	23	12	24	26
ENSG00000264150	0	1	0	1	0	0
ENSG00000080986	2195	2669	3018	2275	3188	3391
ENSG00000235422	1	1	0	1	1	2
ENSG00000266405	51	56	89	20	17	33
ENSG00000101596	5657	5754	4047	3726	5478	6150
ENSG00000266049	0	2	0	0	0	1
ENSG00000207034	1	0	3	1	0	3
ENSG00000132205	708	656	671	625	689	780
ENSG00000101577	1463	1593	1291	1190	1687	1787
ENSG00000272625	4	1	2	5	1	1
ENSG00000263606	3	4	8	8	7	4
ENSG00000265907	0	2	1	1	0	0
ENSG00000101605	7	22	20	11	36	49
ENSG00000265399	23	20	25	14	24	32
ENSG00000101608	3329	3627	4365	4850	6058	7133
ENSG00000264235	7	11	4	14	4	9
ENSG00000118680	4874	4585	5456	4592	4703	4429
ENSG00000266578	0	0	0	0	0	1
ENSG00000177426	290	420	412	474	705	835
ENSG00000170579	0	3	4	0	0	0
ENSG00000266373	0	0	0	0	1	0
ENSG00000177337	23	41	21	16	45	46
ENSG00000262001	14	23	14	3	16	27
ENSG00000266401	0	1	0	0	0	0
ENSG00000250933	0	0	0	0	0	1
ENSG00000265545	0	1	0	0	0	0
ENSG00000266268	0	1	0	0	0	0
ENSG00000264775	1	0	0	1	0	1
ENSG00000266153	7	10	2	5	10	9
ENSG00000263753	5	8	9	8	7	8
ENSG00000264575	1	2	3	2	1	4
ENSG00000198081	924	1072	937	646	908	970
ENSG00000264254	5	5	3	6	5	1
ENSG00000082397	17	3	0	0	0	0
ENSG00000206432	1	0	0	0	0	0
ENSG00000154655	0	0	0	0	1	0
ENSG00000235552	324	381	330	246	334	278
ENSG00000266441	1	0	0	0	0	0
ENSG00000088756	18	12	20	3	11	5
ENSG00000265933	12	9	4	7	3	2
ENSG00000101680	9	0	0	1	0	0
ENSG00000265890	0	0	2	0	0	1
ENSG00000173482	125	18	12	82	13	8
ENSG00000221631	1	0	0	0	0	0
ENSG00000266767	1	1	0	1	0	0
ENSG00000225212	0	1	0	0	0	0
ENSG00000206418	440	467	564	326	470	451
ENSG00000266708	6	0	5	4	4	7
