ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0071933	Arp2/3 complex binding	1/1264	10/22744	0.43555227781447	0.600805936161725	0.43487804828225	57748	1
GO:0098599	palmitoyl hydrolase activity	1/1264	10/22744	0.43555227781447	0.600805936161725	0.43487804828225	19063	1
GO:0102991	myristoyl-CoA hydrolase activity	1/1264	10/22744	0.43555227781447	0.600805936161725	0.43487804828225	26897	1
GO:0048018	receptor ligand activity	28/1264	484/22744	0.440893964106732	0.607281260399582	0.439565046524217	12931/12977/14219/20856/18295/12153/14573/77125/209588/20353/20351/13841/20348/20311/20309/13874/14825/14824/14751/22417/16173/58210/104252/624219/12064/20315/211323/71839	28
GO:0030544	Hsp70 protein binding	3/1264	44/22744	0.445466111898656	0.612398520372583	0.443269044596921	192156/12534/22791	3
GO:0001530	lipopolysaccharide binding	2/1264	27/22744	0.447220667862707	0.612398520372583	0.443269044596921	16803/15510	2
GO:0015301	anion:anion antiporter activity	2/1264	27/22744	0.447220667862707	0.612398520372583	0.443269044596921	11740/269356	2
GO:0070001	aspartic-type peptidase activity	2/1264	27/22744	0.447220667862707	0.612398520372583	0.443269044596921	66552/73218	2
GO:0070405	ammonium ion binding	5/1264	79/22744	0.449219581224027	0.61423901922469	0.444601242733616	52635/17161/20229/19679/56305	5
GO:0033613	activating transcription factor binding	5/1264	80/22744	0.460173564852914	0.616880737394431	0.446513383031543	15525/15161/17127/17684/329003	5
GO:0004715	non-membrane spanning protein tyrosine kinase activity	3/1264	45/22744	0.460190231992697	0.616880737394431	0.446513383031543	14360/14083/244895	3
GO:0032813	tumor necrosis factor receptor superfamily binding	3/1264	45/22744	0.460190231992697	0.616880737394431	0.446513383031543	68729/69601/72843	3
GO:0004114	3',5'-cyclic-nucleotide phosphodiesterase activity	2/1264	28/22744	0.466091056195473	0.616880737394431	0.446513383031543	19084/18576	2
GO:0004402	histone acetyltransferase activity	4/1264	63/22744	0.466851144123288	0.616880737394431	0.446513383031543	72117/72057/15161/12593	4
GO:0004312	fatty acid synthase activity	1/1264	11/22744	0.46693531295314	0.616880737394431	0.446513383031543	170439	1
GO:0004526	ribonuclease P activity	1/1264	11/22744	0.46693531295314	0.616880737394431	0.446513383031543	67724	1
GO:0004954	prostanoid receptor activity	1/1264	11/22744	0.46693531295314	0.616880737394431	0.446513383031543	19219	1
GO:0005388	calcium-transporting ATPase activity	1/1264	11/22744	0.46693531295314	0.616880737394431	0.446513383031543	11938	1
GO:0008417	fucosyltransferase activity	1/1264	11/22744	0.46693531295314	0.616880737394431	0.446513383031543	80294	1
GO:0016273	arginine N-methyltransferase activity	1/1264	11/22744	0.46693531295314	0.616880737394431	0.446513383031543	59035	1
GO:0016274	protein-arginine N-methyltransferase activity	1/1264	11/22744	0.46693531295314	0.616880737394431	0.446513383031543	59035	1
GO:0016775	phosphotransferase activity, nitrogenous group as acceptor	1/1264	11/22744	0.46693531295314	0.616880737394431	0.446513383031543	16511	1
GO:0016813	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines	1/1264	11/22744	0.46693531295314	0.616880737394431	0.446513383031543	69219	1
GO:0019103	pyrimidine nucleotide binding	1/1264	11/22744	0.46693531295314	0.616880737394431	0.446513383031543	15516	1
GO:0019203	carbohydrate phosphatase activity	1/1264	11/22744	0.46693531295314	0.616880737394431	0.446513383031543	18640	1
GO:0030881	beta-2-microglobulin binding	1/1264	11/22744	0.46693531295314	0.616880737394431	0.446513383031543	14132	1
GO:0030983	mismatched DNA binding	1/1264	11/22744	0.46693531295314	0.616880737394431	0.446513383031543	18538	1
GO:0031404	chloride ion binding	1/1264	11/22744	0.46693531295314	0.616880737394431	0.446513383031543	11421	1
GO:0032404	mismatch repair complex binding	1/1264	11/22744	0.46693531295314	0.616880737394431	0.446513383031543	18538	1
GO:0043522	leucine zipper domain binding	1/1264	11/22744	0.46693531295314	0.616880737394431	0.446513383031543	11911	1
GO:0046977	TAP binding	1/1264	11/22744	0.46693531295314	0.616880737394431	0.446513383031543	21356	1
GO:0070410	co-SMAD binding	1/1264	11/22744	0.46693531295314	0.616880737394431	0.446513383031543	17127	1
GO:0086008	voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization	1/1264	11/22744	0.46693531295314	0.616880737394431	0.446513383031543	16511	1
GO:0101005	ubiquitinyl hydrolase activity	6/1264	99/22744	0.474034330763072	0.625378624832295	0.452664362043351	78825/72344/73945/235461/230738/76800	6
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	8/1264	135/22744	0.478044646638292	0.629783537284716	0.455852745537697	17768/15184/69219/66190/15185/232232/230379/216456	8
GO:0019003	GDP binding	4/1264	64/22744	0.479129081088009	0.630326897700634	0.456246043111782	52187/235661/235442/11852	4
GO:0140097	catalytic activity, acting on DNA	10/1264	171/22744	0.480697114817978	0.631293444262447	0.456945653180651	69537/54125/69745/18538/245474/208084/15361/236930/16881/56351	10
GO:0004518	nuclease activity	11/1264	189/22744	0.481728392920043	0.631293444262447	0.456945653180651	69537/72068/71701/58809/67724/18606/101985/239528/230738/226517/211948	11
GO:0008094	DNA-dependent ATPase activity	5/1264	82/22744	0.481882842315471	0.631293444262447	0.456945653180651	214901/72151/58186/208084/236930	5
GO:0004364	glutathione transferase activity	2/1264	29/22744	0.484573164932913	0.633049622154698	0.458216817741869	14873/66447	2
GO:0008266	poly(U) RNA binding	2/1264	29/22744	0.484573164932913	0.633049622154698	0.458216817741869	71701/56878	2
GO:0003743	translation initiation factor activity	3/1264	47/22744	0.489112376877601	0.636321220955353	0.460584881064081	13690/217869/67204	3
GO:0061733	peptide-lysine-N-acetyltransferase activity	4/1264	65/22744	0.491295197133196	0.636321220955353	0.460584881064081	72117/72057/15161/12593	4
GO:0004016	adenylate cyclase activity	1/1264	12/22744	0.496574769444902	0.636321220955353	0.460584881064081	104111	1
GO:0004115	3',5'-cyclic-AMP phosphodiesterase activity	1/1264	12/22744	0.496574769444902	0.636321220955353	0.460584881064081	18576	1
GO:0004652	polynucleotide adenylyltransferase activity	1/1264	12/22744	0.496574769444902	0.636321220955353	0.460584881064081	100342	1
GO:0004708	MAP kinase kinase activity	1/1264	12/22744	0.496574769444902	0.636321220955353	0.460584881064081	18481	1
GO:0005536	glucose binding	1/1264	12/22744	0.496574769444902	0.636321220955353	0.460584881064081	15275	1
GO:0015926	glucosidase activity	1/1264	12/22744	0.496574769444902	0.636321220955353	0.460584881064081	212974	1
GO:0016783	sulfurtransferase activity	1/1264	12/22744	0.496574769444902	0.636321220955353	0.460584881064081	77032	1
GO:0032454	histone demethylase activity (H3-K9 specific)	1/1264	12/22744	0.496574769444902	0.636321220955353	0.460584881064081	108829	1
GO:0039706	co-receptor binding	1/1264	12/22744	0.496574769444902	0.636321220955353	0.460584881064081	50765	1
GO:0043495	protein membrane anchor	1/1264	12/22744	0.496574769444902	0.636321220955353	0.460584881064081	218210	1
GO:0048185	activin binding	1/1264	12/22744	0.496574769444902	0.636321220955353	0.460584881064081	11479	1
GO:0050664	oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor	1/1264	12/22744	0.496574769444902	0.636321220955353	0.460584881064081	50493	1
GO:0004623	phospholipase A2 activity	2/1264	30/22744	0.502651847495703	0.641486685309793	0.464323770648431	27226/53357	2
GO:0043015	gamma-tubulin binding	2/1264	30/22744	0.502651847495703	0.641486685309793	0.464323770648431	214444/52055	2
GO:0015370	solute:sodium symporter activity	4/1264	66/22744	0.503341365019198	0.641486685309793	0.464323770648431	102857/218756/14664/54403	4
GO:0042379	chemokine receptor binding	4/1264	66/22744	0.503341365019198	0.641486685309793	0.464323770648431	20311/20309/14825/20315	4
GO:0033764	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	2/1264	31/22744	0.520314836674652	0.656059017368507	0.474871581419243	15484/101502	2
GO:0008170	N-methyltransferase activity	5/1264	86/22744	0.524330316876706	0.656059017368507	0.474871581419243	14056/59035/67956/107823/208266	5
GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	1/1264	13/22744	0.524567444591024	0.656059017368507	0.474871581419243	15361	1
GO:0004467	long-chain fatty acid-CoA ligase activity	1/1264	13/22744	0.524567444591024	0.656059017368507	0.474871581419243	26457	1
GO:0008195	phosphatidate phosphatase activity	1/1264	13/22744	0.524567444591024	0.656059017368507	0.474871581419243	229791	1
GO:0015279	store-operated calcium channel activity	1/1264	13/22744	0.524567444591024	0.656059017368507	0.474871581419243	269717	1
GO:0015643	toxic substance binding	1/1264	13/22744	0.524567444591024	0.656059017368507	0.474871581419243	330814	1
GO:0015651	quaternary ammonium group transmembrane transporter activity	1/1264	13/22744	0.524567444591024	0.656059017368507	0.474871581419243	30805	1
GO:0019104	DNA N-glycosylase activity	1/1264	13/22744	0.524567444591024	0.656059017368507	0.474871581419243	18538	1
GO:0019206	nucleoside kinase activity	1/1264	13/22744	0.524567444591024	0.656059017368507	0.474871581419243	229949	1
GO:0019841	retinol binding	1/1264	13/22744	0.524567444591024	0.656059017368507	0.474871581419243	19662	1
GO:0031748	D1 dopamine receptor binding	1/1264	13/22744	0.524567444591024	0.656059017368507	0.474871581419243	12390	1
GO:0051378	serotonin binding	1/1264	13/22744	0.524567444591024	0.656059017368507	0.474871581419243	17161	1
GO:0097153	cysteine-type endopeptidase activity involved in apoptotic process	1/1264	13/22744	0.524567444591024	0.656059017368507	0.474871581419243	12368	1
GO:0005484	SNAP receptor activity	2/1264	32/22744	0.537552471813422	0.668732385359403	0.484044875498614	56389/22320	2
GO:0005501	retinoid binding	2/1264	32/22744	0.537552471813422	0.668732385359403	0.484044875498614	20181/19662	2
GO:0008519	ammonium transmembrane transporter activity	2/1264	32/22744	0.537552471813422	0.668732385359403	0.484044875498614	102857/30805	2
GO:0051393	alpha-actinin binding	2/1264	32/22744	0.537552471813422	0.668732385359403	0.484044875498614	213019/13138	2
GO:0022838	substrate-specific channel activity	23/1264	416/22744	0.54107688869353	0.672225326615272	0.486573151909831	94178/18301/234839/11749/16499/55963/12291/53945/208795/16410/11828/16438/19414/29876/102566/68667/16511/269717/667742/11830/231549/433926/269356	23
GO:0004771	sterol esterase activity	1/1264	14/22744	0.55100476587196	0.68005588208934	0.49224109970556	16889	1
GO:0030021	extracellular matrix structural constituent conferring compression resistance	1/1264	14/22744	0.55100476587196	0.68005588208934	0.49224109970556	18295	1
GO:0042043	neurexin family protein binding	1/1264	14/22744	0.55100476587196	0.68005588208934	0.49224109970556	83671	1
GO:0045295	gamma-catenin binding	1/1264	14/22744	0.55100476587196	0.68005588208934	0.49224109970556	19272	1
GO:0051400	BH domain binding	1/1264	14/22744	0.55100476587196	0.68005588208934	0.49224109970556	19303	1
GO:0004843	thiol-dependent ubiquitin-specific protease activity	5/1264	89/22744	0.5551421125012	0.684261894252465	0.495285514300123	72344/73945/235461/230738/76800	5
GO:0046906	tetrapyrrole binding	9/1264	164/22744	0.563983138527022	0.694246960549011	0.502512949785784	13121/15368/20856/21452/217166/56050/109672/19225/66052	9
GO:0005310	dicarboxylic acid transmembrane transporter activity	2/1264	34/22744	0.570724581416052	0.696214893196388	0.503937387623914	67554/27376	2
GO:0001972	retinoic acid binding	1/1264	15/22744	0.575973088614496	0.696214893196388	0.503937387623914	20181	1
GO:0004089	carbonate dehydratase activity	1/1264	15/22744	0.575973088614496	0.696214893196388	0.503937387623914	76459	1
GO:0004697	protein kinase C activity	1/1264	15/22744	0.575973088614496	0.696214893196388	0.503937387623914	75292	1
GO:0004953	icosanoid receptor activity	1/1264	15/22744	0.575973088614496	0.696214893196388	0.503937387623914	19219	1
GO:0016888	endodeoxyribonuclease activity, producing 5'-phosphomonoesters	1/1264	15/22744	0.575973088614496	0.696214893196388	0.503937387623914	69537	1
GO:0016918	retinal binding	1/1264	15/22744	0.575973088614496	0.696214893196388	0.503937387623914	19662	1
GO:0030159	receptor signaling complex scaffold activity	1/1264	15/22744	0.575973088614496	0.696214893196388	0.503937387623914	19303	1
GO:0032183	SUMO binding	1/1264	15/22744	0.575973088614496	0.696214893196388	0.503937387623914	319719	1
GO:0042834	peptidoglycan binding	1/1264	15/22744	0.575973088614496	0.696214893196388	0.503937387623914	15275	1
GO:0043176	amine binding	1/1264	15/22744	0.575973088614496	0.696214893196388	0.503937387623914	17161	1
GO:0045504	dynein heavy chain binding	1/1264	15/22744	0.575973088614496	0.696214893196388	0.503937387623914	235661	1
GO:0046527	glucosyltransferase activity	1/1264	15/22744	0.575973088614496	0.696214893196388	0.503937387623914	26433	1
GO:0051371	muscle alpha-actinin binding	1/1264	15/22744	0.575973088614496	0.696214893196388	0.503937387623914	213019	1
GO:0001098	basal transcription machinery binding	3/1264	54/22744	0.583725477556901	0.702868418418964	0.508753372102157	11622/55989/239528	3
GO:0001099	basal RNA polymerase II transcription machinery binding	3/1264	54/22744	0.583725477556901	0.702868418418964	0.508753372102157	11622/55989/239528	3
GO:0004601	peroxidase activity	3/1264	54/22744	0.583725477556901	0.702868418418964	0.508753372102157	53381/66447/19225	3
GO:0005154	epidermal growth factor receptor binding	2/1264	35/22744	0.586650602372195	0.703680645812172	0.509341282178039	12505/13874	2
GO:0015144	carbohydrate transmembrane transporter activity	2/1264	35/22744	0.586650602372195	0.703680645812172	0.509341282178039	11828/20525	2
GO:0042287	MHC protein binding	2/1264	35/22744	0.586650602372195	0.703680645812172	0.509341282178039	223601/12824	2
GO:0008146	sulfotransferase activity	3/1264	55/22744	0.596300321612577	0.711875481754438	0.515272905096636	69083/58250/59031	3
GO:0004549	tRNA-specific ribonuclease activity	1/1264	16/22744	0.599553977170582	0.711875481754438	0.515272905096636	67724	1
GO:0005521	lamin binding	1/1264	16/22744	0.599553977170582	0.711875481754438	0.515272905096636	67608	1
GO:0015095	magnesium ion transmembrane transporter activity	1/1264	16/22744	0.599553977170582	0.711875481754438	0.515272905096636	94219	1
GO:0017160	Ral GTPase binding	1/1264	16/22744	0.599553977170582	0.711875481754438	0.515272905096636	192176	1
GO:0030296	protein tyrosine kinase activator activity	1/1264	16/22744	0.599553977170582	0.711875481754438	0.515272905096636	211323	1
GO:0042608	T cell receptor binding	1/1264	16/22744	0.599553977170582	0.711875481754438	0.515272905096636	14360	1
GO:0070492	oligosaccharide binding	1/1264	16/22744	0.599553977170582	0.711875481754438	0.515272905096636	16852	1
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	2/1264	36/22744	0.602133953104638	0.71223410846425	0.515532487890743	30795/14229	2
GO:0003899	DNA-directed 5'-3' RNA polymerase activity	2/1264	36/22744	0.602133953104638	0.71223410846425	0.515532487890743	28071/20019	2
GO:0008378	galactosyltransferase activity	2/1264	36/22744	0.602133953104638	0.71223410846425	0.515532487890743	26433/57370	2
GO:0015294	solute:cation symporter activity	5/1264	94/22744	0.604186777398104	0.713762213097508	0.516638567442366	20499/102857/218756/14664/54403	5
GO:0015077	monovalent inorganic cation transmembrane transporter activity	19/1264	356/22744	0.605854378679654	0.714831958744045	0.517412875535752	11972/11974/20499/16499/11973/11975/102857/218756/11931/14664/11938/170756/11928/114143/16511/234076/20541/54403/269356	19
GO:0004521	endoribonuclease activity	3/1264	56/22744	0.60862443571107	0.717198141579125	0.519125576611531	67724/239528/230738	3
GO:0003684	damaged DNA binding	3/1264	57/22744	0.6206946542604	0.725461882273888	0.525107074477228	68275/18538/19891	3
GO:0005086	ARF guanyl-nucleotide exchange factor activity	1/1264	17/22744	0.621824470520475	0.725461882273888	0.525107074477228	232227	1
GO:0008329	signaling pattern recognition receptor activity	1/1264	17/22744	0.621824470520475	0.725461882273888	0.525107074477228	140792	1
GO:0008353	RNA polymerase II CTD heptapeptide repeat kinase activity	1/1264	17/22744	0.621824470520475	0.725461882273888	0.525107074477228	12534	1
GO:0015377	cation:chloride symporter activity	1/1264	17/22744	0.621824470520475	0.725461882273888	0.525107074477228	20499	1
GO:0016208	AMP binding	1/1264	17/22744	0.621824470520475	0.725461882273888	0.525107074477228	19082	1
GO:0030676	Rac guanyl-nucleotide exchange factor activity	1/1264	17/22744	0.621824470520475	0.725461882273888	0.525107074477228	98845	1
GO:0038187	pattern recognition receptor activity	1/1264	17/22744	0.621824470520475	0.725461882273888	0.525107074477228	140792	1
GO:0019840	isoprenoid binding	2/1264	38/22744	0.631773920943917	0.733487788386345	0.530916421848494	20181/19662	2
GO:0034062	5'-3' RNA polymerase activity	2/1264	38/22744	0.631773920943917	0.733487788386345	0.530916421848494	28071/20019	2
GO:0097747	RNA polymerase activity	2/1264	38/22744	0.631773920943917	0.733487788386345	0.530916421848494	28071/20019	2
GO:0015267	channel activity	23/1264	436/22744	0.632613668235132	0.733487788386345	0.530916421848494	94178/18301/234839/11749/16499/55963/12291/53945/208795/16410/11828/16438/19414/29876/102566/68667/16511/269717/667742/11830/231549/433926/269356	23
GO:0022803	passive transmembrane transporter activity	23/1264	436/22744	0.632613668235132	0.733487788386345	0.530916421848494	94178/18301/234839/11749/16499/55963/12291/53945/208795/16410/11828/16438/19414/29876/102566/68667/16511/269717/667742/11830/231549/433926/269356	23
GO:0020037	heme binding	8/1264	155/22744	0.63559187410486	0.735924158576431	0.532679926250475	13121/15368/20856/217166/56050/109672/19225/66052	8
GO:0005253	anion channel activity	4/1264	78/22744	0.636284107255315	0.735924158576431	0.532679926250475	55963/29876/231549/433926	4
GO:0036459	thiol-dependent ubiquitinyl hydrolase activity	5/1264	98/22744	0.641104332018738	0.737164032403783	0.533577377286993	72344/73945/235461/230738/76800	5
GO:0016758	transferase activity, transferring hexosyl groups	10/1264	194/22744	0.641945552120998	0.737164032403783	0.533577377286993	26433/80294/14538/15211/16848/68292/103534/17309/244745/57370	10
GO:0008199	ferric iron binding	1/1264	18/22744	0.64285733316236	0.737164032403783	0.533577377286993	20135	1
GO:0015299	solute:proton antiporter activity	1/1264	18/22744	0.64285733316236	0.737164032403783	0.533577377286993	234076	1
GO:0016780	phosphotransferase activity, for other substituted phosphate groups	1/1264	18/22744	0.64285733316236	0.737164032403783	0.533577377286993	214505	1
GO:0022884	macromolecule transmembrane transporter activity	1/1264	18/22744	0.64285733316236	0.737164032403783	0.533577377286993	214597	1
GO:0036041	long-chain fatty acid binding	1/1264	18/22744	0.64285733316236	0.737164032403783	0.533577377286993	20280	1
GO:0017069	snRNA binding	2/1264	39/22744	0.645934446615074	0.737986005998708	0.53417234190233	56200/192231	2
GO:0042887	amide transmembrane transporter activity	2/1264	39/22744	0.645934446615074	0.737986005998708	0.53417234190233	17250/11666	2
GO:0098631	cell adhesion mediator activity	2/1264	39/22744	0.645934446615074	0.737986005998708	0.53417234190233	100952/68810	2
GO:0008168	methyltransferase activity	10/1264	195/22744	0.648328772146764	0.739820423690589	0.535500138346347	72722/22171/71449/116940/14056/59035/72843/67956/107823/208266	10
GO:0005261	cation channel activity	16/1264	309/22744	0.650897792914214	0.741761654516129	0.536905248751995	94178/234839/11749/16499/12291/53945/208795/16410/16438/19414/102566/68667/16511/269717/667742/269356	16
GO:0005216	ion channel activity	21/1264	403/22744	0.651611517400096	0.741761654516129	0.536905248751995	94178/18301/234839/11749/16499/55963/12291/53945/208795/16410/16438/19414/29876/102566/68667/16511/269717/667742/231549/433926/269356	21
GO:0016229	steroid dehydrogenase activity	2/1264	40/22744	0.659659828140934	0.746257589426799	0.540159516530451	15484/101502	2
GO:0016859	cis-trans isomerase activity	2/1264	40/22744	0.659659828140934	0.746257589426799	0.540159516530451	30795/14229	2
GO:0019212	phosphatase inhibitor activity	2/1264	40/22744	0.659659828140934	0.746257589426799	0.540159516530451	66471/269016	2
GO:0015296	anion:cation symporter activity	1/1264	19/22744	0.662721292102903	0.746257589426799	0.540159516530451	20499	1
GO:0015645	fatty acid ligase activity	1/1264	19/22744	0.662721292102903	0.746257589426799	0.540159516530451	26457	1
GO:0016500	protein-hormone receptor activity	1/1264	19/22744	0.662721292102903	0.746257589426799	0.540159516530451	107515	1
GO:0019865	immunoglobulin binding	1/1264	19/22744	0.662721292102903	0.746257589426799	0.540159516530451	14132	1
GO:0047555	3',5'-cyclic-GMP phosphodiesterase activity	1/1264	19/22744	0.662721292102903	0.746257589426799	0.540159516530451	19084	1
GO:0051861	glycolipid binding	1/1264	19/22744	0.662721292102903	0.746257589426799	0.540159516530451	226519	1
GO:0019208	phosphatase regulator activity	4/1264	81/22744	0.665664894399175	0.748673466362622	0.541908187413187	66471/13400/269016/53412	4
GO:0000030	mannosyltransferase activity	1/1264	20/22744	0.68148126071817	0.75738083240953	0.548210792171638	244745	1
GO:0004602	glutathione peroxidase activity	1/1264	20/22744	0.68148126071817	0.75738083240953	0.548210792171638	66447	1
GO:0005242	inward rectifier potassium channel activity	1/1264	20/22744	0.68148126071817	0.75738083240953	0.548210792171638	16511	1
GO:0005355	glucose transmembrane transporter activity	1/1264	20/22744	0.68148126071817	0.75738083240953	0.548210792171638	20525	1
GO:0005385	zinc ion transmembrane transporter activity	1/1264	20/22744	0.68148126071817	0.75738083240953	0.548210792171638	68427	1
GO:0008157	protein phosphatase 1 binding	1/1264	20/22744	0.68148126071817	0.75738083240953	0.548210792171638	269016	1
GO:0008569	ATP-dependent microtubule motor activity, minus-end-directed	1/1264	20/22744	0.68148126071817	0.75738083240953	0.548210792171638	16582	1
GO:0015035	protein disulfide oxidoreductase activity	1/1264	20/22744	0.68148126071817	0.75738083240953	0.548210792171638	73723	1
GO:0031489	myosin V binding	1/1264	20/22744	0.68148126071817	0.75738083240953	0.548210792171638	233908	1
GO:0051428	peptide hormone receptor binding	1/1264	20/22744	0.68148126071817	0.75738083240953	0.548210792171638	14360	1
GO:0035255	ionotropic glutamate receptor binding	2/1264	42/22744	0.68582435475371	0.761305615099385	0.551051645987098	16177/233908	2
GO:0008194	UDP-glycosyltransferase activity	7/1264	144/22744	0.694745289587365	0.770296786800176	0.557559676227262	26433/14538/15211/16848/103534/17309/57370	7
GO:0005540	hyaluronic acid binding	1/1264	21/22744	0.699198550211755	0.772494982448323	0.559150784063706	12505	1
GO:0015149	hexose transmembrane transporter activity	1/1264	21/22744	0.699198550211755	0.772494982448323	0.559150784063706	20525	1
GO:0044183	protein binding involved in protein folding	1/1264	21/22744	0.699198550211755	0.772494982448323	0.559150784063706	15526	1
GO:0001102	RNA polymerase II activating transcription factor binding	2/1264	44/22744	0.710313596949937	0.782011917768828	0.566039374885977	17127/17684	2
GO:0005504	fatty acid binding	2/1264	44/22744	0.710313596949937	0.782011917768828	0.566039374885977	11430/20280	2
GO:0016790	thiolester hydrolase activity	2/1264	44/22744	0.710313596949937	0.782011917768828	0.566039374885977	19063/26897	2
GO:0001078	proximal promoter DNA-binding transcription repressor activity, RNA polymerase II-specific	9/1264	186/22744	0.711838840270323	0.782684549017083	0.566526241853909	242705/217166/16978/19885/15220/68837/226442/50496/210719	9
GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	1/1264	22/22744	0.715931069356777	0.782684549017083	0.566526241853909	77219	1
GO:0016799	hydrolase activity, hydrolyzing N-glycosyl compounds	1/1264	22/22744	0.715931069356777	0.782684549017083	0.566526241853909	18538	1
GO:0016922	nuclear receptor binding	1/1264	22/22744	0.715931069356777	0.782684549017083	0.566526241853909	20181	1
GO:0017025	TBP-class protein binding	1/1264	22/22744	0.715931069356777	0.782684549017083	0.566526241853909	11622	1
GO:0019789	SUMO transferase activity	1/1264	22/22744	0.715931069356777	0.782684549017083	0.566526241853909	229615	1
GO:0019783	ubiquitin-like protein-specific protease activity	5/1264	108/22744	0.723512718161086	0.790052304581023	0.571859203742296	72344/73945/235461/230738/76800	5
GO:0015145	monosaccharide transmembrane transporter activity	1/1264	23/22744	0.731733513170395	0.796248300874514	0.576344017578343	20525	1
GO:0016405	CoA-ligase activity	1/1264	23/22744	0.731733513170395	0.796248300874514	0.576344017578343	26457	1
GO:0071837	HMG box domain binding	1/1264	23/22744	0.731733513170395	0.796248300874514	0.576344017578343	12606	1
GO:0019888	protein phosphatase regulator activity	3/1264	68/22744	0.736413415324645	0.800412263701642	0.579357995833867	13400/269016/53412	3
GO:0005245	voltage-gated calcium channel activity	2/1264	47/22744	0.744031408504709	0.805943352800165	0.583361533560887	12291/16410	2
GO:0005212	structural constituent of eye lens	1/1264	24/22744	0.746657541133629	0.805943352800165	0.583361533560887	22352	1
GO:0016493	C-C chemokine receptor activity	1/1264	24/22744	0.746657541133629	0.805943352800165	0.583361533560887	12778	1
GO:0031683	G-protein beta/gamma-subunit complex binding	1/1264	24/22744	0.746657541133629	0.805943352800165	0.583361533560887	14673	1
GO:0046625	sphingolipid binding	1/1264	24/22744	0.746657541133629	0.805943352800165	0.583361533560887	226519	1
GO:0051119	sugar transmembrane transporter activity	1/1264	24/22744	0.746657541133629	0.805943352800165	0.583361533560887	20525	1
GO:0001637	G protein-coupled chemoattractant receptor activity	1/1264	25/22744	0.760751945535349	0.816459181821691	0.590973148103457	12778	1
GO:0004181	metallocarboxypeptidase activity	1/1264	25/22744	0.760751945535349	0.816459181821691	0.590973148103457	11568	1
GO:0004950	chemokine receptor activity	1/1264	25/22744	0.760751945535349	0.816459181821691	0.590973148103457	12778	1
GO:0009975	cyclase activity	1/1264	25/22744	0.760751945535349	0.816459181821691	0.590973148103457	104111	1
GO:0016849	phosphorus-oxygen lyase activity	1/1264	25/22744	0.760751945535349	0.816459181821691	0.590973148103457	104111	1
GO:0003785	actin monomer binding	1/1264	26/22744	0.774062810487298	0.826300932617402	0.598096848320306	211401	1
GO:0016878	acid-thiol ligase activity	1/1264	26/22744	0.774062810487298	0.826300932617402	0.598096848320306	26457	1
GO:0033612	receptor serine/threonine kinase binding	1/1264	26/22744	0.774062810487298	0.826300932617402	0.598096848320306	12389	1
GO:0051537	2 iron, 2 sulfur cluster binding	1/1264	26/22744	0.774062810487298	0.826300932617402	0.598096848320306	11761	1
GO:0005326	neurotransmitter transporter activity	2/1264	50/22744	0.774326780139335	0.826300932617402	0.598096848320306	102857/14664	2
GO:0004519	endonuclease activity	5/1264	116/22744	0.778970438541992	0.83031167199135	0.600999919688498	69537/58809/67724/239528/230738	5
GO:0030145	manganese ion binding	2/1264	51/22744	0.783705853464264	0.834410999488626	0.603967113309576	80752/18624	2
GO:0004683	calmodulin-dependent protein kinase activity	1/1264	27/22744	0.786633662126705	0.835631228850339	0.60485034520084	13631	1
GO:0004806	triglyceride lipase activity	1/1264	27/22744	0.786633662126705	0.835631228850339	0.60485034520084	16890	1
GO:1904680	peptide transmembrane transporter activity	1/1264	28/22744	0.798505610494529	0.847283102538312	0.613284256690844	17250	1
GO:0099094	ligand-gated cation channel activity	4/1264	99/22744	0.807176082666998	0.855515441289993	0.619243025061211	94178/16438/19414/16511	4
GO:0016814	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines	1/1264	29/22744	0.8097174835503	0.85724040583542	0.62049159663769	17768	1
GO:0005251	delayed rectifier potassium channel activity	1/1264	30/22744	0.82030595375908	0.865519667745801	0.626484329139313	16511	1
GO:0050681	androgen receptor binding	1/1264	30/22744	0.82030595375908	0.865519667745801	0.626484329139313	214855	1
GO:0098632	cell-cell adhesion mediator activity	1/1264	30/22744	0.82030595375908	0.865519667745801	0.626484329139313	68810	1
GO:0016417	S-acyltransferase activity	1/1264	31/22744	0.830305657661894	0.875086187513322	0.633408810398488	235339	1
GO:0045505	dynein intermediate chain binding	1/1264	32/22744	0.839749308818296	0.884045849238566	0.639894032946779	12121	1
GO:0004003	ATP-dependent DNA helicase activity	1/1264	33/22744	0.848667804488148	0.889441788390931	0.643799745833408	208084	1
GO:0005164	tumor necrosis factor receptor binding	1/1264	33/22744	0.848667804488148	0.889441788390931	0.643799745833408	68729	1
